,R_AdjustFact,E_AdjustFact,FCI_AdjustFact,NPV,IRR
97,0.7999999999999999,1.0,1.0999999999999999,-422.18,0.0854
98,0.7999999999999999,1.0,1.1999999999999997,-548.43,0.079
99,0.7999999999999999,1.0,1.2999999999999998,-674.67,0.0732
100,0.7999999999999999,1.0,1.4,-800.92,0.0681
101,0.7999999999999999,1.0,1.4999999999999998,-927.16,0.0635
102,0.7999999999999999,1.0,1.5999999999999996,-1053.41,0.0593
103,0.7999999999999999,1.0,1.6999999999999997,-1179.65,0.0555
104,0.7999999999999999,1.1,0.5,286.63,0.1507
105,0.7999999999999999,1.1,0.6,160.38,0.1329
106,0.7999999999999999,1.1,0.7,34.14,0.1187
107,0.7999999999999999,1.1,0.7999999999999999,-92.1,0.1071
108,0.7999999999999999,1.1,0.8999999999999999,-218.35,0.0973
109,0.7999999999999999,1.1,0.9999999999999999,-344.59,0.0891
110,0.7999999999999999,1.1,1.0999999999999999,-470.84,0.0819
111,0.7999999999999999,1.1,1.1999999999999997,-597.08,0.0756
112,0.7999999999999999,1.1,1.2999999999999998,-723.33,0.07
113,0.7999999999999999,1.1,1.4,-849.57,0.0651
114,0.7999999999999999,1.1,1.4999999999999998,-975.82,0.0606
115,0.7999999999999999,1.1,1.5999999999999996,-1102.06,0.0565
116,0.7999999999999999,1.1,1.6999999999999997,-1228.31,0.0528
117,0.8999999999999999,0.9,0.5,604.91,0.1894
118,0.8999999999999999,0.9,0.6,478.67,0.1672
119,0.8999999999999999,0.9,0.7,352.42,0.1496
120,0.8999999999999999,0.9,0.7999999999999999,226.18,0.1353
121,0.8999999999999999,0.9,0.8999999999999999,99.93,0.1234
122,0.8999999999999999,0.9,0.9999999999999999,-26.31,0.1133
123,0.8999999999999999,0.9,1.0999999999999999,-152.56,0.1047
124,0.8999999999999999,0.9,1.1999999999999997,-278.8,0.0971
125,0.8999999999999999,0.9,1.2999999999999998,-405.05,0.0904
126,0.8999999999999999,0.9,1.4,-531.29,0.0845
127,0.8999999999999999,0.9,1.4999999999999998,-657.54,0.0792
128,0.8999999999999999,0.9,1.5999999999999996,-783.78,0.0744
129,0.8999999999999999,0.9,1.6999999999999997,-910.03,0.07
130,0.8999999999999999,1.0,0.5,556.26,0.1835
131,0.8999999999999999,1.0,0.6,430.01,0.162
132,0.8999999999999999,1.0,0.7,303.77,0.1449
133,0.8999999999999999,1.0,0.7999999999999999,177.52,0.131
134,0.8999999999999999,1.0,0.8999999999999999,51.28,0.1195
135,0.8999999999999999,1.0,0.9999999999999999,-74.97,0.1097
136,0.8999999999999999,1.0,1.0999999999999999,-201.21,0.1012
137,0.8999999999999999,1.0,1.1999999999999997,-327.46,0.0939
138,0.8999999999999999,1.0,1.2999999999999998,-453.7,0.0874
139,0.8999999999999999,1.0,1.4,-579.95,0.0816
140,0.8999999999999999,1.0,1.4999999999999998,-706.19,0.0764
141,0.8999999999999999,1.0,1.5999999999999996,-832.44,0.0717
142,0.8999999999999999,1.0,1.6999999999999997,-958.68,0.0674
143,0.8999999999999999,1.1,0.5,507.6,0.1776
144,0.8999999999999999,1.1,0.6,381.36,0.1568
145,0.8999999999999999,1.1,0.7,255.11,0.1402
146,0.8999999999999999,1.1,0.7999999999999999,128.87,0.1268
147,0.8999999999999999,1.1,0.8999999999999999,2.62,0.1155
148,0.8999999999999999,1.1,0.9999999999999999,-123.62,0.106
149,0.8999999999999999,1.1,1.0999999999999999,-249.87,0.0978
150,0.8999999999999999,1.1,1.1999999999999997,-376.11,0.0906
151,0.8999999999999999,1.1,1.2999999999999998,-502.36,0.0843
152,0.8999999999999999,1.1,1.4,-628.6,0.0787
153,0.8999999999999999,1.1,1.4999999999999998,-754.85,0.0736
154,0.8999999999999999,1.1,1.5999999999999996,-881.09,0.069
155,0.8999999999999999,1.1,1.6999999999999997,-1007.34,0.0648
156,0.9999999999999999,0.9,0.5,825.88,0.2162
157,0.9999999999999999,0.9,0.6,699.64,0.1909
158,0.9999999999999999,0.9,0.7,573.39,0.1709
159,0.9999999999999999,0.9,0.7999999999999999,447.15,0.1547
160,0.9999999999999999,0.9,0.8999999999999999,320.9,0.1412
161,0.9999999999999999,0.9,0.9999999999999999,194.66,0.1298
162,0.9999999999999999,0.9,1.0999999999999999,68.41,0.1201
163,0.9999999999999999,0.9,1.1999999999999997,-57.83,0.1116
164,0.9999999999999999,0.9,1.2999999999999998,-184.08,0.1041
165,0.9999999999999999,0.9,1.4,-310.32,0.0975
166,0.9999999999999999,0.9,1.4999999999999998,-436.56,0.0916
167,0.9999999999999999,0.9,1.5999999999999996,-562.81,0.0862
168,0.9999999999999999,0.9,1.6999999999999997,-689.05,0.0814
169,0.9999999999999999,1.0,0.5,777.23,0.2103
170,0.9999999999999999,1.0,0.6,650.98,0.1857
171,0.9999999999999999,1.0,0.7,524.74,0.1662
172,0.9999999999999999,1.0,0.7999999999999999,398.49,0.1504
173,0.9999999999999999,1.0,0.8999999999999999,272.25,0.1373
174,0.9999999999999999,1.0,0.9999999999999999,146.0,0.1262
175,0.9999999999999999,1.0,1.0999999999999999,19.76,0.1167
176,0.9999999999999999,1.0,1.1999999999999997,-106.49,0.1084
177,0.9999999999999999,1.0,1.2999999999999998,-232.73,0.1011
178,0.9999999999999999,1.0,1.4,-358.98,0.0947
179,0.9999999999999999,1.0,1.4999999999999998,-485.22,0.0889
180,0.9999999999999999,1.0,1.5999999999999996,-611.46,0.0837
181,0.9999999999999999,1.0,1.6999999999999997,-737.71,0.0789
182,0.9999999999999999,1.1,0.5,728.57,0.2044
183,0.9999999999999999,1.1,0.6,602.33,0.1805
184,0.9999999999999999,1.1,0.7,476.08,0.1615
185,0.9999999999999999,1.1,0.7999999999999999,349.84,0.1462
186,0.9999999999999999,1.1,0.8999999999999999,223.59,0.1334
187,0.9999999999999999,1.1,0.9999999999999999,97.35,0.1226
188,0.9999999999999999,1.1,1.0999999999999999,-28.9,0.1133
189,0.9999999999999999,1.1,1.1999999999999997,-155.14,0.1052
190,0.9999999999999999,1.1,1.2999999999999998,-281.39,0.0981
191,0.9999999999999999,1.1,1.4,-407.63,0.0918
192,0.9999999999999999,1.1,1.4999999999999998,-533.88,0.0862
193,0.9999999999999999,1.1,1.5999999999999996,-660.12,0.0811
194,0.9999999999999999,1.1,1.6999999999999997,-786.36,0.0764
195,1.0999999999999999,0.9,0.5,1046.85,0.2429
196,1.0999999999999999,0.9,0.6,920.61,0.2145
197,1.0999999999999999,0.9,0.7,794.36,0.192
198,1.0999999999999999,0.9,0.7999999999999999,668.12,0.1739
199,1.0999999999999999,0.9,0.8999999999999999,541.87,0.1588
200,1.0999999999999999,0.9,0.9999999999999999,415.63,0.1461
201,1.0999999999999999,0.9,1.0999999999999999,289.38,0.1352
202,1.0999999999999999,0.9,1.1999999999999997,163.14,0.1258
203,1.0999999999999999,0.9,1.2999999999999998,36.9,0.1175
204,1.0999999999999999,0.9,1.4,-89.35,0.1102
205,1.0999999999999999,0.9,1.4999999999999998,-215.59,0.1037
206,1.0999999999999999,0.9,1.5999999999999996,-341.84,0.0978
207,1.0999999999999999,0.9,1.6999999999999997,-468.08,0.0925
208,1.0999999999999999,1.0,0.5,998.2,0.237
209,1.0999999999999999,1.0,0.6,871.95,0.2093
210,1.0999999999999999,1.0,0.7,745.71,0.1874
211,1.0999999999999999,1.0,0.7999999999999999,619.46,0.1696
212,1.0999999999999999,1.0,0.8999999999999999,493.22,0.1549
213,1.0999999999999999,1.0,0.9999999999999999,366.97,0.1425
214,1.0999999999999999,1.0,1.0999999999999999,240.73,0.1319
215,1.0999999999999999,1.0,1.1999999999999997,114.48,0.1227
216,1.0999999999999999,1.0,1.2999999999999998,-11.76,0.1146
217,1.0999999999999999,1.0,1.4,-138.0,0.1074
218,1.0999999999999999,1.0,1.4999999999999998,-264.25,0.101
219,1.0999999999999999,1.0,1.5999999999999996,-390.49,0.0953
220,1.0999999999999999,1.0,1.6999999999999997,-516.74,0.0901
221,1.0999999999999999,1.1,0.5,949.54,0.2312
