,E_AdjustFact,R_AdjustFact,FCI_AdjustFact,NPV,IRR
0,0.4,1,1,1355.49,0.1945
1,0.5,1,1,1202.54,0.1857
2,0.6,1,1,1049.59,0.1768
3,0.7,1,1,896.65,0.1679
4,0.7999999999999999,1,1,743.7,0.159
5,0.8999999999999999,1,1,590.75,0.1501
6,0.9999999999999999,1,1,437.8,0.1412
7,1.0999999999999999,1,1,284.85,0.1322
8,1.1999999999999997,1,1,131.9,0.1232
9,1.2999999999999998,1,1,-21.04,0.1141
10,1.4,1,1,-173.99,0.1049
