,R_AdjustFact,E_AdjustFact,FCI_AdjustFact,NPV,IRR
0,1.0,1.0,1.0,437.8,0.1412
1,1.0,1.0,1.1,279.24,0.1306
2,1.0,1.1,1.0,284.85,0.1322
3,1.0,1.1,1.1,126.29,0.1223
