,R_AdjustFact,E_AdjustFact,FCI_AdjustFact,NPV,IRR
0,1.0,1.0,0.9,983.72,0.1946
1,1.0,1.0,1.0,858.87,0.1792
2,1.0,1.0,1.1,734.03,0.166
