YEAR,CASHFLOW,DISCOUNTED_CASHFLOW,CUMULATIVE_CASHFLOW
0,-1598.0900000000001,-1598.0900000000001,-1598.0900000000001
1,286.65514936000005,257.01749956964875,-1341.0725004303513
2,286.65514936000005,230.44412504892588,-1110.6283753814255
3,286.65514936000005,206.6182063808239,-904.0101690006015
4,286.65514936000005,185.25568052110216,-718.7544884794994
5,286.65514936000005,166.10185407418123,-552.6526344053182
6,286.65514936000005,148.92836672685937,-403.7242676784588
7,286.65514936000005,133.53046863657798,-270.19379904188077
8,286.65514936000005,119.72457931406568,-150.46921972781507
9,286.65514936000005,107.34609889628967,-43.1231208315254
10,286.65514936000005,96.24744571475154,53.12432488322614
11,286.65514936000005,86.29629676215679,139.42062164538294
12,286.65514936000005,77.37401007953031,216.79463172491324
13,286.65514936000005,69.37421025478582,286.1688419796991
14,286.65514936000005,62.201520168443174,348.37036214814225
15,286.65514936000005,55.77042386581022,404.1407860139525
16,286.65514936000005,50.00424699829297,454.14503301224545
17,286.65514936000005,44.83424267820859,498.979275690454
18,286.65514936000005,40.19877184826163,539.1780475387156
19,286.65514936000005,36.04256839368919,575.2206159324048
20,286.65514936000005,32.316080235419925,607.5366961678247
21,286.65514936000005,28.974878548470855,636.5115747162956
22,286.65514936000005,25.979128062024603,662.4907027783203
23,286.65514936000005,23.293112125872668,685.7838149041929
24,286.65514936000005,20.884806880858527,706.6686217850514
25,286.65514936000005,18.725499456394108,725.3941212414455
26,286.65514936000005,16.789445643033012,742.1835668844785
27,286.65514936000005,15.053562958722901,757.2371298432014
28,286.65514936000005,13.49715544933842,770.7342852925398
29,286.65514936000005,12.101666942445952,782.8359522349857
30,286.65514936000005,10.850459812483495,793.6864120474692
31,286.65514936000005,9.728616619697158,803.4150286671663
32,286.65514936000005,8.722762257886728,812.1377909250531
33,286.65514936000005,7.82090449052783,819.9586954155809
34,286.65514936000005,7.012290974072386,826.9709863896533
35,286.65514936000005,6.287281063796555,833.2582674534498
36,286.65514936000005,5.637230873809241,838.895498327259
37,286.65514936000005,5.054390220856267,843.9498885481153
38,286.65514936000005,4.531810223239041,848.4816987713543
39,286.65514936000005,4.0632604532015435,852.5449592245559
40,497.8551493600001,6.327335507406936,858.8722947319628
