,E_AdjustFact,R_AdjustFact,FCI_AdjustFact,NPV,IRR
0,0.6,1,1,1470.41,0.224
1,0.7,1,1,1317.53,0.2128
2,0.7999999999999999,1,1,1164.64,0.2016
3,0.8999999999999999,1,1,1011.76,0.1904
4,0.9999999999999999,1,1,858.87,0.1792
5,1.0999999999999999,1,1,705.99,0.1679
6,1.1999999999999997,1,1,553.1,0.1566
7,1.2999999999999998,1,1,400.22,0.1453
8,1.4,1,1,247.33,0.1339
