,FCI_AdjustFact,R_AdjustFact,E_AdjustFact,NPV,IRR
0,0.5,1,1,777.23,0.2103
1,0.6,1,1,650.98,0.1857
2,0.7,1,1,524.74,0.1662
3,0.7999999999999999,1,1,398.49,0.1504
4,0.8999999999999999,1,1,272.25,0.1373
5,0.9999999999999999,1,1,146.0,0.1262
6,1.0999999999999999,1,1,19.76,0.1167
7,1.1999999999999997,1,1,-106.49,0.1084
8,1.2999999999999998,1,1,-232.73,0.1011
9,1.4,1,1,-358.98,0.0947
10,1.4999999999999998,1,1,-485.22,0.0889
11,1.5999999999999996,1,1,-611.46,0.0837
